07:18:20.466565 IP 209.73.140.70.1801 > 178.32.215.69.6667: Flags [.], ack 2434048873, win 65535, length 0
07:18:20.474182 IP 60.191.145.168.1161 > 178.32.215.69.122: Flags [.], ack 525497949, win 65535, length 0
07:18:20.474185 IP 203.196.130.4.1109 > 178.32.215.69.15985: Flags [.], ack 755672953, win 65535, length 0
07:18:20.474187 IP 74.126.17.86.1578 > 178.32.215.69.80: Flags [.], ack 3157162563, win 65535, length 0
07:18:20.474189 IP 219.94.148.138.1037 > 178.32.215.69.6667: Flags [.], ack 4014924146, win 65535, length 0
07:18:20.474195 IP 178.32.215.69.6667 > 219.94.148.138.1037: Flags [R], seq 4014924146, win 0, length 0
07:18:20.474217 IP 140.121.160.122.1684 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474225 IP 178.32.215.69.6667 > 140.121.160.122.1684: Flags [R], seq 81934859, win 0, length 0
07:18:20.474254 IP 69.60.116.165.1680 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474262 IP 178.32.215.69.6667 > 69.60.116.165.1680: Flags [R], seq 1825719620, win 0, length 0
07:18:20.474277 IP 203.160.57.118.1569 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474284 IP 178.32.215.69.6667 > 203.160.57.118.1569: Flags [R], seq 2191028824, win 0, length 0
07:18:20.474298 IP 213.152.192.96.1304 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474306 IP 178.32.215.69.6667 > 213.152.192.96.1304: Flags [R], seq 864704531, win 0, length 0
07:18:20.474320 IP 80.252.104.30.1322 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474327 IP 178.32.215.69.6667 > 80.252.104.30.1322: Flags [R], seq 1170383433, win 0, length 0
07:18:20.474343 IP 207.75.208.250.1173 > 178.32.215.69.6667: Flags [.], ack 1549605895, win 65535, length 0
07:18:20.474354 IP 178.32.215.69.6667 > 207.75.208.250.1173: Flags [R], seq 1549605895, win 0, length 0
07:18:20.474376 IP 61.156.8.67.1251 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474388 IP 178.32.215.69.6667 > 61.156.8.67.1251: Flags [R], seq 2629240630, win 0, length 0
07:18:20.474416 IP 95.211.117.112.1659 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474425 IP 178.32.215.69.6667 > 95.211.117.112.1659: Flags [R], seq 2697056376, win 0, length 0
07:18:20.474441 IP 85.142.19.182.1315 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474448 IP 178.32.215.69.6667 > 85.142.19.182.1315: Flags [R], seq 2665194862, win 0, length 0
07:18:20.474463 IP 211.115.111.16.1107 > 178.32.215.69.42569: Flags [.], ack 3865999897, win 65535, length 0
07:18:20.474468 IP 219.240.39.80.1418 > 178.32.215.69.30189: Flags [.], ack 387858804, win 65535, length 0
07:18:20.474470 IP 59.63.158.116.1477 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474475 IP 178.32.215.69.6667 > 59.63.158.116.1477: Flags [R], seq 1977131375, win 0, length 0
07:18:20.474490 IP 188.164.131.156.1964 > 178.32.215.69.13577: Flags [.], ack 300395868, win 65535, length 0
07:18:20.474495 IP 219.240.39.80.1418 > 178.32.215.69.30167: Flags [.], ack 387858804, win 65535, length 0
07:18:20.474497 IP 66.251.253.61.1913 > 178.32.215.69.6667: Flags [.], ack 12958488, win 65535, length 0
07:18:20.474502 IP 178.32.215.69.6667 > 66.251.253.61.1913: Flags [R], seq 12958488, win 0, length 0
07:18:20.474517 IP 209.73.140.56.1308 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474524 IP 178.32.215.69.6667 > 209.73.140.56.1308: Flags [R], seq 3588359206, win 0, length 0
07:18:20.474556 IP 220.164.107.170.1908 > 178.32.215.69.102: Flags [.], ack 478845032, win 65535, length 0
07:18:20.474561 IP 69.72.227.45.1708 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474566 IP 178.32.215.69.6667 > 69.72.227.45.1708: Flags [R], seq 3013062144, win 0, length 0
07:18:20.474582 IP 218.232.75.112.1309 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474590 IP 178.32.215.69.6667 > 218.232.75.112.1309: Flags [R], seq 4159147630, win 0, length 0
07:18:20.474604 IP 84.246.226.154.1264 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474611 IP 178.32.215.69.6667 > 84.246.226.154.1264: Flags [R], seq 1126448695, win 0, length 0
07:18:20.474625 IP 219.147.255.123.1437 > 178.32.215.69.50797: Flags [.], ack 2525585698, win 65535, length 0
07:18:20.474631 IP 60.191.150.193.1631 > 178.32.215.69.22049: Flags [.], ack 3065080133, win 65535, length 0
07:18:20.474633 IP 91.186.249.24.1335 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474638 IP 178.32.215.69.6667 > 91.186.249.24.1335: Flags [R], seq 3843379829, win 0, length 0
07:18:20.474653 IP 103.17.9.215.1577 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474660 IP 178.32.215.69.6667 > 103.17.9.215.1577: Flags [R], seq 1072317021, win 0, length 0
07:18:20.474675 IP 178.255.74.187.1547 > 178.32.215.69.70: Flags [.], ack 2717487723, win 65535, length 0
07:18:20.474679 IP 202.198.129.156.1043 > 178.32.215.69.43539: Flags [.], ack 940501020, win 65535, length 0
07:18:20.474682 IP 194.110.185.110.1985 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474687 IP 178.32.215.69.6667 > 194.110.185.110.1985: Flags [R], seq 1924267531, win 0, length 0
07:18:20.474702 IP 210.172.196.167.1482 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474709 IP 178.32.215.69.6667 > 210.172.196.167.1482: Flags [R], seq 3001239876, win 0, length 0
07:18:20.474723 IP 75.125.159.16.1484 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474730 IP 178.32.215.69.6667 > 75.125.159.16.1484: Flags [R], seq 3451096335, win 0, length 0
07:18:20.474745 IP 211.143.131.7.1714 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474752 IP 178.32.215.69.6667 > 211.143.131.7.1714: Flags [R], seq 340300297, win 0, length 0
07:18:20.474769 IP 60.191.150.193.1631 > 178.32.215.69.22047: Flags [.], ack 3065080133, win 65535, length 0
07:18:20.474774 IP 121.12.170.114.1520 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474779 IP 178.32.215.69.6667 > 121.12.170.114.1520: Flags [R], seq 1123935271, win 0, length 0
07:18:20.474802 IP 202.198.129.156.1043 > 178.32.215.69.43595: Flags [.], ack 940501020, win 65535, length 0
07:18:20.474807 IP 121.12.170.114.1520 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474813 IP 178.32.215.69.6667 > 121.12.170.114.1520: Flags [R], seq 1123935271, win 0, length 0
07:18:20.474839 IP 180.95.224.203.1582 > 178.32.215.69.98: Flags [.], ack 3118815505, win 65535, length 0
07:18:20.474844 IP 132.160.21.137.1288 > 178.32.215.69.106: Flags [.], ack 2326601067, win 65535, length 0
07:18:20.474847 IP 218.202.90.112.1549 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474852 IP 178.32.215.69.6667 > 218.202.90.112.1549: Flags [R], seq 2247065175, win 0, length 0
07:18:20.474868 IP 209.73.140.70.1801 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474875 IP 178.32.215.69.6667 > 209.73.140.70.1801: Flags [R], seq 2434048873, win 0, length 0
07:18:20.474889 IP 195.62.128.4.1880 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474896 IP 178.32.215.69.6667 > 195.62.128.4.1880: Flags [R], seq 1436199745, win 0, length 0
07:18:20.474910 IP 178.255.74.187.1547 > 178.32.215.69.90: Flags [.], ack 2717487723, win 65535, length 0
07:18:20.474915 IP 72.166.145.250.1834 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474920 IP 178.32.215.69.6667 > 72.166.145.250.1834: Flags [R], seq 1684329517, win 0, length 0
07:18:20.474934 IP 202.175.82.114.1891 > 178.32.215.69.6667: Flags [.], ack 850776645, win 65535, length 0
07:18:20.474943 IP 178.32.215.69.6667 > 202.175.82.114.1891: Flags [R], seq 850776645, win 0, length 0
07:18:20.474958 IP 182.163.204.137.1219 > 178.32.215.69.128: Flags [.], ack 3427209519, win 65535, length 0
07:18:20.474962 IP 91.210.106.222.1173 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474967 IP 178.32.215.69.6667 > 91.210.106.222.1173: Flags [R], seq 1395616066, win 0, length 0
07:18:20.474982 IP 91.210.106.222.1173 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.474989 IP 178.32.215.69.6667 > 91.210.106.222.1173: Flags [R], seq 1395616066, win 0, length 0
07:18:20.475003 IP 178.255.74.187.1547 > 178.32.215.69.76: Flags [.], ack 2717487723, win 65535, length 0
07:18:20.475008 IP 209.73.140.70.1801 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475013 IP 178.32.215.69.6667 > 209.73.140.70.1801: Flags [R], seq 2434048873, win 0, length 0
07:18:20.475031 IP 202.96.188.23.2004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475039 IP 178.32.215.69.6667 > 202.96.188.23.2004: Flags [R], seq 387813420, win 0, length 0
07:18:20.475061 IP 84.246.226.154.1264 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475069 IP 178.32.215.69.6667 > 84.246.226.154.1264: Flags [R], seq 1126448695, win 0, length 0
07:18:20.475098 IP 203.196.130.4.1109 > 178.32.215.69.16199: Flags [.], ack 755672953, win 65535, length 0
07:18:20.475103 IP 89.147.255.105.1325 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475109 IP 178.32.215.69.6667 > 89.147.255.105.1325: Flags [R], seq 447859286, win 0, length 0
07:18:20.475124 IP 178.63.54.14.1619 > 178.32.215.69.44: Flags [.], ack 264004932, win 65535, length 0
07:18:20.475129 IP 103.28.161.95.1948 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475134 IP 178.32.215.69.6667 > 103.28.161.95.1948: Flags [R], seq 4063518274, win 0, length 0
07:18:20.475149 IP 140.121.160.122.1684 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475156 IP 178.32.215.69.6667 > 140.121.160.122.1684: Flags [R], seq 81934859, win 0, length 0
07:18:20.475170 IP 209.73.140.162.1626 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475177 IP 178.32.215.69.6667 > 209.73.140.162.1626: Flags [R], seq 1352366428, win 0, length 0
07:18:20.475191 IP 209.73.140.129.1969 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475199 IP 178.32.215.69.6667 > 209.73.140.129.1969: Flags [R], seq 1098598731, win 0, length 0
07:18:20.475214 IP 193.232.173.115.1337 > 178.32.215.69.88: Flags [.], ack 1511775788, win 65535, length 0
07:18:20.475218 IP 91.210.106.222.1173 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475223 IP 178.32.215.69.6667 > 91.210.106.222.1173: Flags [R], seq 1395616066, win 0, length 0
07:18:20.475237 IP 67.201.39.227.1956 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475244 IP 178.32.215.69.6667 > 67.201.39.227.1956: Flags [R], seq 2289476191, win 0, length 0
07:18:20.475258 IP 62.196.6.138.1602 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475265 IP 178.32.215.69.6667 > 62.196.6.138.1602: Flags [R], seq 2610430570, win 0, length 0
07:18:20.475279 IP 211.103.103.122.1380 > 178.32.215.69.6667: Flags [.], ack 921165920, win 65535, length 0
07:18:20.475286 IP 178.32.215.69.6667 > 211.103.103.122.1380: Flags [R], seq 921165920, win 0, length 0
07:18:20.475301 IP 182.163.204.137.1219 > 178.32.215.69.134: Flags [.], ack 3427209519, win 65535, length 0
07:18:20.475305 IP 177.54.11.246.1242 > 178.32.215.69.52025: Flags [.], ack 330000191, win 65535, length 0
07:18:20.475308 IP 77.247.177.33.1430 > 178.32.215.69.19475: Flags [.], ack 1194472311, win 65535, length 0
07:18:20.475319 IP 58.215.21.171.1261 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475326 IP 178.32.215.69.6667 > 58.215.21.171.1261: Flags [R], seq 986834706, win 0, length 0
07:18:20.475358 IP 178.63.54.48.1642 > 178.32.215.69.44: Flags [.], ack 3250020723, win 65535, length 0
07:18:20.475366 IP 85.115.96.51.1692 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475375 IP 178.32.215.69.6667 > 85.115.96.51.1692: Flags [R], seq 2911411801, win 0, length 0
07:18:20.475398 IP 158.194.249.48.1101 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475410 IP 178.32.215.69.6667 > 158.194.249.48.1101: Flags [R], seq 4124903535, win 0, length 0
07:18:20.475427 IP 213.233.121.49.1601 > 178.32.215.69.6667: Flags [.], ack 2202301008, win 65535, length 0
07:18:20.475435 IP 178.32.215.69.6667 > 213.233.121.49.1601: Flags [R], seq 2202301008, win 0, length 0
07:18:20.475450 IP 207.44.178.56.1105 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475457 IP 178.32.215.69.6667 > 207.44.178.56.1105: Flags [R], seq 1858671664, win 0, length 0
07:18:20.475472 IP 85.25.195.164.1096 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475479 IP 178.32.215.69.6667 > 85.25.195.164.1096: Flags [R], seq 1441634407, win 0, length 0
07:18:20.475494 IP 85.25.195.164.1096 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475501 IP 178.32.215.69.6667 > 85.25.195.164.1096: Flags [R], seq 1441634407, win 0, length 0
07:18:20.475515 IP 85.25.195.164.1096 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475522 IP 178.32.215.69.6667 > 85.25.195.164.1096: Flags [R], seq 1441634407, win 0, length 0
07:18:20.475535 IP 58.225.62.207.1077 > 178.32.215.69.6667: Flags [.], ack 3496986390, win 65535, length 0
07:18:20.475542 IP 178.32.215.69.6667 > 58.225.62.207.1077: Flags [R], seq 3496986390, win 0, length 0
07:18:20.475557 IP 58.225.62.207.1077 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475564 IP 178.32.215.69.6667 > 58.225.62.207.1077: Flags [R], seq 3496986390, win 0, length 0
07:18:20.475578 IP 95.211.117.112.1659 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475585 IP 178.32.215.69.6667 > 95.211.117.112.1659: Flags [R], seq 2697056376, win 0, length 0
07:18:20.475600 IP 87.229.7.251.1557 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475607 IP 178.32.215.69.6667 > 87.229.7.251.1557: Flags [R], seq 3643454792, win 0, length 0
07:18:20.475622 IP 218.232.75.112.1309 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475629 IP 178.32.215.69.6667 > 218.232.75.112.1309: Flags [R], seq 4159147630, win 0, length 0
07:18:20.475643 IP 58.150.109.106.1517 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475650 IP 178.32.215.69.6667 > 58.150.109.106.1517: Flags [R], seq 3962379358, win 0, length 0
07:18:20.475664 IP 202.53.64.123.1369 > 178.32.215.69.136: Flags [.], ack 827351882, win 65535, length 0
07:18:20.475688 IP 74.126.17.86.1578 > 178.32.215.69.20: Flags [.], ack 3157162563, win 65535, length 0
07:18:20.475692 IP 202.89.116.193.1035 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475698 IP 178.32.215.69.6667 > 202.89.116.193.1035: Flags [R], seq 3225581312, win 0, length 0
07:18:20.475727 IP 182.163.204.137.1219 > 178.32.215.69.22: Flags [.], ack 3427209519, win 65535, length 0
07:18:20.475732 IP 85.120.23.162.1926 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475739 IP 178.32.215.69.6667 > 85.120.23.162.1926: Flags [R], seq 100301668, win 0, length 0
07:18:20.475754 IP 59.63.158.116.1477 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475761 IP 178.32.215.69.6667 > 59.63.158.116.1477: Flags [R], seq 1977131375, win 0, length 0
07:18:20.475779 IP 211.115.111.16.1107 > 178.32.215.69.42725: Flags [.], ack 3865999897, win 65535, length 0
07:18:20.475784 IP 211.125.117.42.1949 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475789 IP 178.32.215.69.6667 > 211.125.117.42.1949: Flags [R], seq 4230577714, win 0, length 0
07:18:20.475804 IP 61.130.156.250.1317 > 178.32.215.69.38341: Flags [.], ack 162608397, win 65535, length 0
07:18:20.475808 IP 217.151.107.172.1799 > 178.32.215.69.17355: Flags [.], ack 1483609361, win 65535, length 0
07:18:20.475811 IP 211.115.127.24.1613 > 178.32.215.69.6667: Flags [.], ack 2425864741, win 65535, length 0
07:18:20.475816 IP 178.32.215.69.6667 > 211.115.127.24.1613: Flags [R], seq 2425864741, win 0, length 0
07:18:20.475831 IP 222.80.184.115.1004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475838 IP 178.32.215.69.6667 > 222.80.184.115.1004: Flags [R], seq 1824872048, win 0, length 0
07:18:20.475852 IP 60.208.113.178.1059 > 178.32.215.69.6667: Flags [.], ack 3629891878, win 65535, length 0
07:18:20.475859 IP 178.32.215.69.6667 > 60.208.113.178.1059: Flags [R], seq 3629891878, win 0, length 0
07:18:20.475874 IP 60.208.113.178.1059 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475880 IP 178.32.215.69.6667 > 60.208.113.178.1059: Flags [R], seq 3629891878, win 0, length 0
07:18:20.475895 IP 77.46.136.48.1938 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475902 IP 178.32.215.69.6667 > 77.46.136.48.1938: Flags [R], seq 3305492813, win 0, length 0
07:18:20.475916 IP 82.138.233.9.1813 > 178.32.215.69.56971: Flags [.], ack 3871367940, win 65535, length 0
07:18:20.475921 IP 202.198.129.156.1043 > 178.32.215.69.43643: Flags [.], ack 940501020, win 65535, length 0
07:18:20.475931 IP 202.169.46.205.1814 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475938 IP 178.32.215.69.6667 > 202.169.46.205.1814: Flags [R], seq 3779812177, win 0, length 0
07:18:20.475975 IP 72.166.145.250.1834 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.475983 IP 178.32.215.69.6667 > 72.166.145.250.1834: Flags [R], seq 1684329517, win 0, length 0
07:18:20.475998 IP 87.229.7.251.1557 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.476005 IP 178.32.215.69.6667 > 87.229.7.251.1557: Flags [R], seq 3643454792, win 0, length 0
07:18:20.476022 IP 201.20.111.116.1414 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.476031 IP 178.32.215.69.6667 > 201.20.111.116.1414: Flags [R], seq 4214860600, win 0, length 0
07:18:20.476047 IP 178.63.54.14.1619 > 178.32.215.69.48143: Flags [.], ack 1361356550, win 65535, length 0
07:18:20.476052 IP 202.96.188.23.2004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.476057 IP 178.32.215.69.6667 > 202.96.188.23.2004: Flags [R], seq 387813420, win 0, length 0
07:18:20.476072 IP 128.123.211.155.1463 > 178.32.215.69.20479: Flags [.], ack 2450919705, win 65535, length 0
07:18:20.476077 IP 221.11.157.1.1396 > 178.32.215.69.34: Flags [.], ack 863292485, win 65535, length 0
07:18:20.476079 IP 80.252.104.30.1322 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.476085 IP 178.32.215.69.6667 > 80.252.104.30.1322: Flags [R], seq 1170383433, win 0, length 0
07:18:20.476100 IP 75.125.159.16.1484 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.476107 IP 178.32.215.69.6667 > 75.125.159.16.1484: Flags [R], seq 3451096335, win 0, length 0
07:18:20.476122 IP 85.17.151.164.1487 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.476129 IP 178.32.215.69.6667 > 85.17.151.164.1487: Flags [R], seq 2530959231, win 0, length 0
07:18:20.476143 IP 178.255.74.187.1547 > 178.32.215.69.10: Flags [.], ack 2717487723, win 65535, length 0
07:18:20.476148 IP 65.210.17.150.1354 > 178.32.215.69.15627: Flags [.], ack 3852320803, win 65535, length 0
07:18:20.476150 IP 69.60.116.165.1680 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.476155 IP 178.32.215.69.6667 > 69.60.116.165.1680: Flags [R], seq 1825719620, win 0, length 0
07:18:20.476170 IP 59.63.158.116.1477 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.476177 IP 178.32.215.69.6667 > 59.63.158.116.1477: Flags [R], seq 1977131375, win 0, length 0
07:18:20.476191 IP 72.166.145.250.1834 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.476198 IP 178.32.215.69.6667 > 72.166.145.250.1834: Flags [R], seq 1684329517, win 0, length 0
07:18:20.476219 IP 27.112.8.246.1721 > 178.32.215.69.112: Flags [.], ack 2156426336, win 65535, length 0
07:18:20.476224 IP 182.163.204.137.1219 > 178.32.215.69.56: Flags [.], ack 3427209519, win 65535, length 0
07:18:20.476227 IP 91.210.106.222.1173 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.476232 IP 178.32.215.69.6667 > 91.210.106.222.1173: Flags [R], seq 1395616066, win 0, length 0
